batch_id	candidate	member	positive	member_changed	p_affected
sava#0d4f07a#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	15	SolanaJsonRpcWebsocket.readSubscriptionId(JsonIterator, int)	false	false	0.120
sava#0d4f07a#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	16	SolanaJsonRpcWebsocket.staleSingletonId(Connection, Subscription<?>, BigInteger)	false	false	0.140
sava#0d4f07a#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	17	SolanaJsonRpcWebsocket.skipToParams(JsonIterator, int)	false	false	0.110
sava#0d4f07a#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	18	SolanaJsonRpcWebsocket.connectionFor(WebSocket)	false	false	0.190
sava#0d4f07a#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	19	SolanaJsonRpcWebsocket.pacingMillis()	false	false	0.100
sava#0d68f02#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java	0	Rent.ACCOUNT_STORAGE_OVERHEAD	false	false	0.090
sava#0d68f02#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java	1	Rent.minimumBalance(long)	true	true	0.550
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	0	SolanaJsonRpcWebsocket.UNANSWERED_ESCALATION_FACTOR	false	false	0.140
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	1	SolanaJsonRpcWebsocket.CLOSE_GRACE_MILLIS	false	false	0.130
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	2	SolanaJsonRpcWebsocket.pacingOrigin	false	false	0.160
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	3	SolanaJsonRpcWebsocket.slotSub	false	false	0.250
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	4	SolanaJsonRpcWebsocket.connection	false	false	0.330
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	5	SolanaJsonRpcWebsocket.lastConnectAttempt	false	false	0.290
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	6	SolanaJsonRpcWebsocket.inFlightConnect	false	false	0.280
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	7	SolanaJsonRpcWebsocket.scheduledConnect	false	false	0.360
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	8	SolanaJsonRpcWebsocket.connectGeneration	false	false	0.170
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	9	SolanaJsonRpcWebsocket.checkSignalled	false	false	0.170
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	10	SolanaJsonRpcWebsocket.retainedRegistrations()	false	false	0.150
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	11	SolanaJsonRpcWebsocket.readSubscriptionId(JsonIterator, int)	false	false	0.160
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	12	SolanaJsonRpcWebsocket.staleSingletonId(Connection, Subscription<?>, BigInteger)	false	false	0.140
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	13	SolanaJsonRpcWebsocket.skipToParams(JsonIterator, int)	false	false	0.140
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	14	SolanaJsonRpcWebsocket.connectionFor(WebSocket)	false	false	0.290
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	15	SolanaJsonRpcWebsocket.pacingMillis()	false	false	0.150
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	16	SolanaJsonRpcWebsocket.deferredBuild(long, AttemptListener)	false	false	0.420
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	17	SolanaJsonRpcWebsocket.connect()	false	false	0.380
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	18	SolanaJsonRpcWebsocket.checkCycle(long)	false	false	0.450
sava#0f6e808#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	19	SolanaJsonRpcWebsocket.adopt(WebSocket, long)	false	false	0.280
sava#2c70f78#sava-core/src/main/java/software/sava/core/accounts/SolanaAccounts.java	0	SolanaAccounts.MAIN_NET	false	false	0.070
sava#2c70f78#sava-core/src/main/java/software/sava/core/accounts/SolanaAccounts.java	1	SolanaAccounts.stakeConfig()	false	true	0.410
sava#2c70f78#sava-core/src/main/java/software/sava/core/accounts/SolanaAccounts.java	2	SolanaAccounts.zKTokenProofProgram()	false	false	0.080
sava#2c70f78#sava-core/src/main/java/software/sava/core/accounts/SolanaAccounts.java	3	SolanaAccounts.feesSysVar()	false	false	0.080
sava#2c70f78#sava-core/src/main/java/software/sava/core/accounts/SolanaAccounts.java	4	SolanaAccounts.recentBlockhashesSysVar()	false	false	0.080
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	0	Transaction.sign(Signer, byte[])	false	true	0.480
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	1	Transaction.signInOrder(SequencedCollection<Signer>, byte[], int, int, int)	false	true	0.220
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	2	Transaction.signInOrder(SequencedCollection<Signer>, byte[])	false	true	0.220
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	3	Transaction.signInOrderAndBase64Encode(SequencedCollection<Signer>, byte[])	false	false	0.180
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	4	Transaction.sign(Signer)	false	false	0.130
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	5	Transaction.sign(int, Signer)	false	false	0.140
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	6	Transaction.sign(Collection<Signer>)	false	false	0.170
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	7	Transaction.sign(SequencedCollection<Signer>)	false	false	0.370
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	8	Transaction.signInOrder(SequencedCollection<Signer>)	false	false	0.420
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	9	Transaction.signInOrderAndBase64Encode(SequencedCollection<Signer>)	false	false	0.190
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	10	Transaction.signInOrder(byte[], SequencedCollection<Signer>)	false	false	0.160
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	11	Transaction.signInOrder(String, SequencedCollection<Signer>)	false	false	0.170
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	12	Transaction.signInOrderAndBase64Encode(byte[], SequencedCollection<Signer>)	false	false	0.210
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	13	Transaction.signInOrderAndBase64Encode(String, SequencedCollection<Signer>)	false	false	0.200
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	14	Transaction.signByKey(Collection<Signer>)	false	false	0.160
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	15	Transaction.signByKeyAndBase64Encode(Collection<Signer>)	false	false	0.150
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	16	Transaction.signByKey(byte[], Collection<Signer>)	false	false	0.110
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	17	Transaction.signByKey(String, Collection<Signer>)	false	false	0.130
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	18	Transaction.signByKeyAndBase64Encode(byte[], Collection<Signer>)	false	false	0.150
sava#442addf#sava-core/src/main/java/software/sava/core/tx/Transaction.java	19	Transaction.signByKeyAndBase64Encode(String, Collection<Signer>)	false	false	0.130
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	0	SolanaJsonRpcWebsocket.UNANSWERED_ESCALATION_FACTOR	false	false	0.150
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	1	SolanaJsonRpcWebsocket.CLOSE_GRACE_MILLIS	false	false	0.140
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	2	SolanaJsonRpcWebsocket.pacingOrigin	false	false	0.140
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	3	SolanaJsonRpcWebsocket.slotSub	false	false	0.170
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	4	SolanaJsonRpcWebsocket.lock	false	false	0.290
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	5	SolanaJsonRpcWebsocket.connection	false	false	0.350
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	6	SolanaJsonRpcWebsocket.lastConnectAttempt	false	false	0.350
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	7	SolanaJsonRpcWebsocket.inFlightConnect	false	false	0.230
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	8	SolanaJsonRpcWebsocket.inFlightBuild	false	false	0.300
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	9	SolanaJsonRpcWebsocket.scheduledConnect	false	false	0.310
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	10	SolanaJsonRpcWebsocket.connectGeneration	false	false	0.340
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	11	SolanaJsonRpcWebsocket.checkSignalled	false	false	0.340
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	12	SolanaJsonRpcWebsocket.retainedRegistrations()	false	true	0.340
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	13	SolanaJsonRpcWebsocket.retainedCancellationTombstones()	false	false	0.190
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	14	SolanaJsonRpcWebsocket.retainedOrdinalEntries()	false	false	0.190
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	15	SolanaJsonRpcWebsocket.readSubscriptionId(JsonIterator, int)	false	false	0.110
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	16	SolanaJsonRpcWebsocket.staleSingletonId(Connection, Subscription<?>, BigInteger)	false	false	0.110
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	17	SolanaJsonRpcWebsocket.skipToParams(JsonIterator, int)	false	false	0.110
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	18	SolanaJsonRpcWebsocket.connectionFor(WebSocket)	false	false	0.490
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java	19	SolanaJsonRpcWebsocket.pacingMillis()	false	false	0.140
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	0	SolanaRpcWebsocket.lastMessageReceivedTimestamp()	true	true	0.380
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	1	SolanaRpcWebsocket.exceptionSubscribe(Consumer<RuntimeException>)	false	false	0.080
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	2	SolanaRpcWebsocket.signatureSubscribe(Commitment, boolean, String, Consumer<Subscription<TxResult>>, Consumer<TxResult>)	false	false	0.090
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	3	SolanaRpcWebsocket.subscribe(String, String, String, String, String, Function<JsonIterator, T>, Consumer<T>)	false	false	0.100
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	4	SolanaRpcWebsocket.unsubscribe(String, String)	false	false	0.090
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	5	SolanaRpcWebsocket.close()	false	false	0.120
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	6	SolanaRpcWebsocket$Builder.maxMessageLength(int)	false	false	0.610
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	7	SolanaRpcWebsocket$Builder.connectTimeout(long)	true	true	0.680
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	8	SolanaRpcWebsocket$Builder.keepAliveDelay(long)	false	false	0.610
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	9	SolanaRpcWebsocket$Builder.subscriptionResendDelay(long)	false	false	0.550
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	10	SolanaRpcWebsocket$Builder.onClose(OnClose)	false	false	0.110
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java	11	SolanaRpcWebsocket$Builder.onError(BiConsumer<SolanaRpcWebsocket, Throwable>)	false	false	0.090
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Subscription.java	0	Subscription.NEVER	false	false	0.080
sava#52dce85#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Subscription.java	1	Subscription.notificationMethod()	true	true	0.470
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	0	Transaction.sign(Signer, byte[])	false	false	0.080
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	1	Transaction.signInOrder(SequencedCollection<Signer>, byte[], int, int, int)	false	false	0.100
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	2	Transaction.signInOrder(SequencedCollection<Signer>, byte[])	false	false	0.140
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	3	Transaction.signInOrderAndBase64Encode(SequencedCollection<Signer>, byte[])	false	false	0.100
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	4	Transaction.sign(Signer)	false	false	0.090
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	5	Transaction.sign(int, Signer)	false	false	0.110
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	6	Transaction.sign(Collection<Signer>)	false	false	0.120
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	7	Transaction.sign(SequencedCollection<Signer>)	false	false	0.110
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	8	Transaction.signInOrder(SequencedCollection<Signer>)	false	true	0.160
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	9	Transaction.signInOrderAndBase64Encode(SequencedCollection<Signer>)	false	false	0.110
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	10	Transaction.signInOrder(byte[], SequencedCollection<Signer>)	false	false	0.090
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	11	Transaction.signInOrder(String, SequencedCollection<Signer>)	false	false	0.090
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	12	Transaction.signInOrderAndBase64Encode(byte[], SequencedCollection<Signer>)	false	false	0.100
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	13	Transaction.signInOrderAndBase64Encode(String, SequencedCollection<Signer>)	false	false	0.100
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	14	Transaction.signByKey(Collection<Signer>)	false	false	0.090
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	15	Transaction.signByKeyAndBase64Encode(Collection<Signer>)	false	false	0.090
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	16	Transaction.signByKey(byte[], Collection<Signer>)	false	false	0.080
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	17	Transaction.signByKey(String, Collection<Signer>)	false	false	0.090
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	18	Transaction.signByKeyAndBase64Encode(byte[], Collection<Signer>)	false	false	0.090
sava#57bd947#sava-core/src/main/java/software/sava/core/tx/Transaction.java	19	Transaction.signByKeyAndBase64Encode(String, Collection<Signer>)	false	false	0.080
sava#5aa18c5#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java	0	TransactionSkeleton.deserializeSkeleton(byte[])	false	false	0.090
sava#5aa18c5#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java	1	TransactionSkeleton.parseInstructions(AccountMeta[])	false	false	0.100
sava#5aa18c5#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java	2	TransactionSkeleton.parseInstructionsWithoutAccounts()	false	false	0.080
sava#5aa18c5#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java	3	TransactionSkeleton.parseInstructionsWithoutTableAccounts()	false	false	0.100
sava#5aa18c5#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java	4	TransactionSkeleton.filterInstructions(AccountMeta[], Discriminator)	false	false	0.090
sava#5aa18c5#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java	5	TransactionSkeleton.createTransaction(List<Instruction>)	false	false	0.090
sava#5aa18c5#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java	6	TransactionSkeleton.createTransaction(Instruction[])	false	false	0.090
sava#5aa18c5#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java	7	TransactionSkeleton.createTransaction(AccountMeta[])	false	false	0.120
sava#5aa18c5#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java	8	TransactionSkeleton.createTransaction()	false	false	0.110
sava#5aa18c5#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java	9	TransactionSkeleton.createTransaction(Instruction[], AddressLookupTable)	false	false	0.100
sava#5aa18c5#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java	10	TransactionSkeleton.createTransaction(AccountMeta[], AddressLookupTable)	false	false	0.120
